index,cep,logradouro,complemento,bairro,localidade,uf,ibge,gia,ddd,siafi
60841405,60841-405,Rua Fausto Aguiar,de 582 ao fim - lado par,Messejana,Fortaleza,CE,2304400,,85,1389
60811580,60811-580,Avenida Juarez Barroso,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60176090,60176-090,Rua Emídio Lobo,,Papicu,Fortaleza,CE,2304400,,85,1389
60416205,60416-205,Rua Samuel Uchôa,de 121 a 699 - lado ímpar,Bom Futuro,Fortaleza,CE,2304400,,85,1389
60181680,60181-680,Rua Padre Abelardo,,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60841477,60841-477,Travessa Elisiário Mendes,,Messejana,Fortaleza,CE,2304400,,85,1389
60347055,60347-055,Rua Carlos Gondim,de 586/587 ao fim,Vila Velha,Fortaleza,CE,2304400,,85,1389
60192230,60192-230,Rua Doutor Ribamar Lobo,de 101/102 ao fim,Cocó,Fortaleza,CE,2304400,,85,1389
60821630,60821-630,Rua Matias Barbosa,,Parque Manibura,Fortaleza,CE,2304400,,85,1389
60872635,60872-635,Rua Luciola,,Paupina,Fortaleza,CE,2304400,,85,1389
60025000,60025-000,Rua Senador Pompeu,até 1819/1820,Centro,Fortaleza,CE,2304400,,85,1389
60440605,60440-605,Rua Padre Guerra,de 2611/2612 ao fim,Pici,Fortaleza,CE,2304400,,85,1389
60192030,60192-030,Rua José Carneiro da Silveira,,Cocó,Fortaleza,CE,2304400,,85,1389
60020351,60020-351,Avenida Eduardo Girão,lado par,Benfica,Fortaleza,CE,2304400,,85,1389
60872675,60872-675,Rua Gardênia,,Paupina,Fortaleza,CE,2304400,,85,1389
60833104,60833-104,Avenida Conselheiro Gomes de Freitas,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60150080,60150-080,Rua Jorge da Rocha,,Aldeota,Fortaleza,CE,2304400,,85,1389
60760710,60760-710,Rua Alvorada,,Planalto Ayrton Senna,Fortaleza,CE,2304400,,85,1389
60415762,60415-762,Avenida Borges de Melo,de 1022 a 99998 - lado par,Fátima,Fortaleza,CE,2304400,,85,1389
60864100,60864-100,Rua Tito Barros Filho,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60165081,60165-081,Avenida da Abolição,de 2693 a 3399 - lado ímpar,Meireles,Fortaleza,CE,2304400,,85,1389
60761285,60761-285,Rua Ecilda de Queiroz,,Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60851025,60851-025,Rodovia BR-116,lado ímpar,Alto da Balança,Fortaleza,CE,2304400,,85,1389
60110300,60110-300,Rua João Cordeiro,de 422 a 2100 - lado par,Centro,Fortaleza,CE,2304400,,85,1389
60170185,60170-185,Rua Vicente Leite,de 1991/1992 a 2598/2599,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60170285,60170-285,Rua Professor Dias da Rocha,de 671/672 a 1998/1999,Aldeota,Fortaleza,CE,2304400,,85,1389
60450255,60450-255,Rua General Piragibe,até 588/589,Parquelândia,Fortaleza,CE,2304400,,85,1389
60711455,60711-455,Rua Doutor Rodrigo Codes Sandoval,,Mondubim,Fortaleza,CE,2304400,,85,1389
60183712,60183-712,Avenida Dioguinho,de 3356 a 4950 - lado par,Praia do Futuro II,Fortaleza,CE,2304400,,85,1389
60740745,60740-745,Rua Thomas Edson,até 989/990,Parangaba,Fortaleza,CE,2304400,,85,1389
60135226,60135-226,Rua Júlio Siqueira,de 201/202 ao fim,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60822180,60822-180,Avenida Viena Weyne,,Cambeba,Fortaleza,CE,2304400,,85,1389
60415065,60415-065,Rua Doutor Alfredo Weyne,,Fátima,Fortaleza,CE,2304400,,85,1389
60176010,60176-010,Rua Amélia Benebien,,Papicu,Fortaleza,CE,2304400,,85,1389
60355634,60355-634,Rua 2,(Lot Sincol),Presidente Kennedy,Fortaleza,CE,2304400,,85,1389
60834005,60834-005,Avenida Edilson Brasil Soares,de 701 ao fim - lado ímpar,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60831811,60831-811,Rua Samuel Weyne,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60125060,60125-060,Rua Padre Quindere,,Aldeota,Fortaleza,CE,2304400,,85,1389
60811290,60811-290,Rua Monsenhor Carneiro da Cunha,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60763778,60763-778,Rua 8,(Lot Santa Terezinha),Novo Mondubim,Fortaleza,CE,2304400,,85,1389
60410691,60410-691,Avenida Luciano Carneiro,de 1371 ao fim - lado ímpar,Vila União,Fortaleza,CE,2304400,,85,1389
60811670,60811-670,Rua Ramires Maranhão do Vale,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60833482,60833-482,Rua Doutor Itamar Espíndola,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60170001,60170-001,Avenida Desembargador Moreira,de 901 a 2119 - lado ímpar,Aldeota,Fortaleza,CE,2304400,,85,1389
60850530,60850-530,Rua Coronel Gonçalo,,Aerolândia,Fortaleza,CE,2304400,,85,1389
60060325,60060-325,Rua Gonçalves Ledo,até 114/115,Praia de Iracema,Fortaleza,CE,2304400,,85,1389
60525545,60525-545,Avenida Audízio Pinheiro,de 1761/1762 ao fim,João XXIII,Fortaleza,CE,2304400,,85,1389
60875610,60875-610,Rua C,(Lot Cidade Verde),São Bento,Fortaleza,CE,2304400,,85,1389
60810250,60810-250,Rua Jaime Pinheiro,,Guararapes,Fortaleza,CE,2304400,,85,1389
60821050,60821-050,Rua Padre Francisco Pita,,Jardim das Oliveiras,Fortaleza,CE,2304400,,85,1389
60841455,60841-455,Rua Farias Lemos,de 471/472 ao fim,Messejana,Fortaleza,CE,2304400,,85,1389
60740020,60740-020,Rua Germano Franck,,Parangaba,Fortaleza,CE,2304400,,85,1389
60175410,60175-410,Avenida Desembargador Colombo de Sousa,,Varjota,Fortaleza,CE,2304400,,85,1389
60175341,60175-341,Rua Mestre Jerônimo,,Varjota,Fortaleza,CE,2304400,,85,1389
60832380,60832-380,Rua Pedro Adriano,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60176125,60176-125,Rua José de Borba Vasconcelos,até 329/330,Papicu,Fortaleza,CE,2304400,,85,1389
60832650,60832-650,Rua Antônio Pompil,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60425236,60425-236,Rua Júlio César,de 1301 a 2049 - lado ímpar,Bom Futuro,Fortaleza,CE,2304400,,85,1389
60135170,60135-170,Rua Pinho Pessoa,até 1348/1349,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60761210,60761-210,Rua Barbacena,,Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60170265,60170-265,Avenida Senador Virgílio Távora,até 889 - lado ímpar,Meireles,Fortaleza,CE,2304400,,85,1389
60861635,60861-635,Avenida Juscelino Kubitschek,de 1 ao fim - lado ímpar,Passaré,Fortaleza,CE,2304400,,85,1389
60060370,60060-370,Rua Doutor Atualpa Barbosa Lima,até 289/290,Praia de Iracema,Fortaleza,CE,2304400,,85,1389
60813600,60813-600,Rua Doutor Pontes Neto,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60177040,60177-040,Rua Professor Miranda Leão,,De Lourdes,Fortaleza,CE,2304400,,85,1389
60175422,60175-422,Avenida Almirante Henrique Sabóia,lado par,Varjota,Fortaleza,CE,2304400,,85,1389
60135472,60135-472,Rua Israel Bezerra,de 800/801 ao fim,Tauape,Fortaleza,CE,2304400,,85,1389
60842180,60842-180,Rua Condado,,Messejana,Fortaleza,CE,2304400,,85,1389
60864310,60864-310,Avenida Deputado Paulino Rocha,até 2010 - lado par,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60055401,60055-401,Avenida Aguanambi,de 671 a 2269 - lado ímpar,Fátima,Fortaleza,CE,2304400,,85,1389
60531680,60531-680,Rua 713,,Conjunto Ceará II,Fortaleza,CE,2304400,,85,1389
60813809,60813-809,Rua Marques de Pinho,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60714190,60714-190,Rua Mapirunga,,Itaperi,Fortaleza,CE,2304400,,85,1389
60420478,60420-478,Rua Desembargador Praxedes,de 150 a 1600 - lado par,Montese,Fortaleza,CE,2304400,,85,1389
60120140,60120-140,Rua Capitão Gustavo,até 3598/3599,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60810640,60810-640,Rua Claúdio Brasil,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60821420,60821-420,Rua Desembargador Feliciano de Ataíde,,Jardim das Oliveiras,Fortaleza,CE,2304400,,85,1389
60710000,60710-000,Avenida Godofredo Maciel,até 1280 - lado par,Parangaba,Fortaleza,CE,2304400,,85,1389
60762270,60762-270,Rua Oscar Benevides,,Mondubim,Fortaleza,CE,2304400,,85,1389
60822040,60822-040,Rua General Castelo Branco,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60711901,60711-901,Rua Francisco Glicério,290,Maraponga,Fortaleza,CE,2304400,,85,1389
60830355,60830-355,Rua Santa Rita do Alagadiço,,José de Alencar,Fortaleza,CE,2304400,,85,1389
60120375,60120-375,Avenida Barão de Studart,de 2063 ao fim - lado ímpar,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60181415,60181-415,Rua Brisa das Dunas,,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60811730,60811-730,Rua Adail Teixeira,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60833012,60833-012,Rua Rangel Pestana,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60711442,60711-442,Rua Benjamim Brasil,de 2/3 ao fim,Mondubim,Fortaleza,CE,2304400,,85,1389
60175230,60175-230,Rua Castro Monte,de 181/182 ao fim,Varjota,Fortaleza,CE,2304400,,85,1389
60450125,60450-125,Rua Tipógrafo Sales,até 608/609,Parquelândia,Fortaleza,CE,2304400,,85,1389
60761810,60761-810,Rua Monsenhor Agostinho,,Mondubim,Fortaleza,CE,2304400,,85,1389
60833272,60833-272,Rua Dr. Ernesto Monteiro,de 1301/1302 a 3299/3300,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60455475,60455-475,Rua General Bernardo Figueiredo,de 401/402 a 3129/3130,Amadeu Furtado,Fortaleza,CE,2304400,,85,1389
60710683,60710-683,Avenida Godofredo Maciel,de 1283 a 2343 - lado ímpar,Maraponga,Fortaleza,CE,2304400,,85,1389
60714350,60714-350,Rua Recanto Tranquilo,,Itaperi,Fortaleza,CE,2304400,,85,1389
60841400,60841-400,Rua João de Oliveira,,Messejana,Fortaleza,CE,2304400,,85,1389
60833622,60833-622,Rua Marcelino Melo,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60430810,60430-810,Rua Capistrano,,Rodolfo Teófilo,Fortaleza,CE,2304400,,85,1389
60181004,60181-004,Avenida Dolor Barreira,lado par,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60020290,60020-290,Rua Padre Francisco Pinto,,Benfica,Fortaleza,CE,2304400,,85,1389
60060410,60060-410,Rua Comandante José Pequeno,,Praia de Iracema,Fortaleza,CE,2304400,,85,1389
60767320,60767-320,Rua A,(Lot Residencial Mondubim),Mondubim,Fortaleza,CE,2304400,,85,1389
60192360,60192-360,Rua Engenheiro Samir Hiluy,,Cocó,Fortaleza,CE,2304400,,85,1389
60843220,60843-220,Rua José Baíma,,Guajeru,Fortaleza,CE,2304400,,85,1389
60875635,60875-635,Rua I,(Lot Cidade Verde),São Bento,Fortaleza,CE,2304400,,85,1389
60360640,60360-640,Rua Rui Monte,,Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60861340,60861-340,Rua Benvinda,,Passaré,Fortaleza,CE,2304400,,85,1389
60060120,60060-120,Rua Vinte e Cinco de Março,,Centro,Fortaleza,CE,2304400,,85,1389
60181805,60181-805,Rua Doutor Manoel Rodrigues Monteiro,até 1189/1190,Vicente Pinzon,Fortaleza,CE,2304400,,85,1389
60183643,60183-643,Rua Doutor Manoel Rodrigues Monteiro,de 3531/3532 ao fim,Praia do Futuro II,Fortaleza,CE,2304400,,85,1389
60721340,60721-340,Avenida João Pessoa,de 6500/6501 ao fim,Parangaba,Fortaleza,CE,2304400,,85,1389
60740904,60740-904,Rua Germano Franck,375,Parangaba,Fortaleza,CE,2304400,,85,1389
60875600,60875-600,Rua D,(Lot Cidade Verde),São Bento,Fortaleza,CE,2304400,,85,1389
60055000,60055-000,Avenida Alberto Nepomuceno,,Centro,Fortaleza,CE,2304400,,85,1389
60425800,60425-800,Rua Filgueiras Lima,,Damas,Fortaleza,CE,2304400,,85,1389
60135222,60135-222,Rua Marcondes Pereira,de 700/701 ao fim,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60822130,60822-130,Avenida Oliveira Paiva,até 2000 - lado par,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60192310,60192-310,Rua Júlio Azevedo,de 1340/1341 ao fim,Cocó,Fortaleza,CE,2304400,,85,1389
60810786,60810-786,Avenida Rogaciano Leite,até 1130 - lado par,Salinas,Fortaleza,CE,2304400,,85,1389
60834455,60834-455,Rua Celeste Arruda,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60866615,60866-615,Rua 511 Cj São Cristovão,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60135212,60135-212,Rua Doutor Adhemar Braga,,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60040082,60040-082,Avenida Domingos Olímpio,de 992 a 1500 - lado par,Benfica,Fortaleza,CE,2304400,,85,1389
60170055,60170-055,Avenida Desembargador Moreira,até 899 - lado ímpar,Meireles,Fortaleza,CE,2304400,,85,1389
60533400,60533-400,Rua 1133,,Conjunto Ceará I,Fortaleza,CE,2304400,,85,1389
60055355,60055-355,Rua Milton Espíndola Pinheiro,,Fátima,Fortaleza,CE,2304400,,85,1389
60176115,60176-115,Rua César Fonseca,até 269/270,Papicu,Fortaleza,CE,2304400,,85,1389
60822332,60822-332,Rua Magistrado Raul de Souza Girão,,Cambeba,Fortaleza,CE,2304400,,85,1389
60840115,60840-115,Rua Joaquim Felício,até 1449/1450,Messejana,Fortaleza,CE,2304400,,85,1389
60521075,60521-075,Rua Eurico Medina,de 746/747 ao fim,Henrique Jorge,Fortaleza,CE,2304400,,85,1389
60192115,60192-115,Rua Doutor Gilberto Studart,de 1831/1832 a 2324/2325,Cocó,Fortaleza,CE,2304400,,85,1389
60525255,60525-255,Rua Luciano Queirós,de 1241/1242 ao fim,João XXIII,Fortaleza,CE,2304400,,85,1389
60764605,60764-605,Rua Doutor Procópio,,Aracapé,Fortaleza,CE,2304400,,85,1389
60440028,60440-028,Rua João Melo,,Demócrito Rocha,Fortaleza,CE,2304400,,85,1389
60872559,60872-559,Rua A Lot Messejana,,Paupina,Fortaleza,CE,2304400,,85,1389
60055295,60055-295,Rua Lauro Maia,de 346/347 ao fim,Fátima,Fortaleza,CE,2304400,,85,1389
60810010,60810-010,Rua Ministro Eduardo Ellery Barreira,,Guararapes,Fortaleza,CE,2304400,,85,1389
60710435,60710-435,Rua Primeiro de Janeiro,,Parangaba,Fortaleza,CE,2304400,,85,1389
60714352,60714-352,Rua II,(Lot Pinuslândia),Itaperi,Fortaleza,CE,2304400,,85,1389
60325700,60325-700,Rua Antônio Drumond,até 760 - lado par,Monte Castelo,Fortaleza,CE,2304400,,85,1389
60450285,60450-285,Rua Dom Lino,até 589/590,Parquelândia,Fortaleza,CE,2304400,,85,1389
60421000,60421-000,Rua Elvira Pinho,,Montese,Fortaleza,CE,2304400,,85,1389
60425813,60425-813,Avenida João Pessoa,de 3501 a 5199 - lado ímpar,Damas,Fortaleza,CE,2304400,,85,1389
60841535,60841-535,Rua Inácio Vasconcelos,,Messejana,Fortaleza,CE,2304400,,85,1389
60870620,60870-620,Rua Dom Lustosa,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60712256,60712-256,Rua 2,(Cj Campo dos Inglêses),Jardim Cearense,Fortaleza,CE,2304400,,85,1389
60712045,60712-045,Rua Emílio Sá,,Jardim Cearense,Fortaleza,CE,2304400,,85,1389
60192215,60192-215,Rua Caetano Cavalcante,,Cocó,Fortaleza,CE,2304400,,85,1389
60140160,60140-160,Avenida Padre Antônio Tomás,até 2494 - lado par,Aldeota,Fortaleza,CE,2304400,,85,1389
60420570,60420-570,Rua Álvaro Fernandes,,Montese,Fortaleza,CE,2304400,,85,1389
60135225,60135-225,Rua Walter Bezerra Sá,,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60876490,60876-490,Rua Verde 24,(Cj Sítio São João),Jangurussu,Fortaleza,CE,2304400,,85,1389
60425808,60425-808,Rua Júlio César,de 1302 a 2050 - lado par,Damas,Fortaleza,CE,2304400,,85,1389
60135215,60135-215,Rua Francisco Holanda,,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60115282,60115-282,Rua Doutor José Lourenço,de 2001/2002 ao fim,Joaquim Távora,Fortaleza,CE,2304400,,85,1389
60864605,60864-605,Rua Castanheira,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60767295,60767-295,Rua Bom Jesus dos Aflitos,,Mondubim,Fortaleza,CE,2304400,,85,1389
60840974,60840-974,Avenida Frei Cirilo,4290,Messejana,Fortaleza,CE,2304400,,85,1389
60822585,60822-585,Rua II Lot Garden Park,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60834472,60834-472,Rua Maria Ivone,até 599/600,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60872690,60872-690,Rua do Murará,,Paupina,Fortaleza,CE,2304400,,85,1389
60333095,60333-095,Travessa Alegria,,Barra do Ceará,Fortaleza,CE,2304400,,85,1389
60865440,60865-440,Rua Nazaré Fontenele,,Jangurussu,Fortaleza,CE,2304400,,85,1389
60850770,60850-770,Travessa Alegrete,,Aerolândia,Fortaleza,CE,2304400,,85,1389
60833252,60833-252,Rua Euclides Onofre de Souza,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60040145,60040-145,Rua Olívio Câmara,de 130/131 ao fim,Benfica,Fortaleza,CE,2304400,,85,1389
60830005,60830-005,Avenida Washington Soares,de 4793 a 7511 - lado ímpar,José de Alencar,Fortaleza,CE,2304400,,85,1389
60732100,60732-100,Rua Boa Vista,,Siqueira,Fortaleza,CE,2304400,,85,1389
60130460,60130-460,Rua Carvalho Júnior,,Tauape,Fortaleza,CE,2304400,,85,1389
60833486,60833-486,Rua 1 Lot Cidade Leste,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60182508,60182-508,Rua Embratel,,Praia do Futuro II,Fortaleza,CE,2304400,,85,1389
60525632,60525-632,Rua Júlio Braga,de 581/582 ao fim,João XXIII,Fortaleza,CE,2304400,,85,1389
60744550,60744-550,Rua 116,(Cj Tupã Mirim),Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60336010,60336-010,Rua Teodomiro de Castro,,Álvaro Weyne,Fortaleza,CE,2304400,,85,1389
60455680,60455-680,Rua Zemário Mamede,,Amadeu Furtado,Fortaleza,CE,2304400,,85,1389
60874245,60874-245,Rua A,(Lot Portal de Iracema),Ancuri,Fortaleza,CE,2304400,,85,1389
60761280,60761-280,Rua 4,(Cj Planalto Itaperi),Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60531060,60531-060,Rua 422,,Conjunto Ceará I,Fortaleza,CE,2304400,,85,1389
60864500,60864-500,Travessa Tibúrcio Pereira Filho,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60170021,60170-021,Rua Barbosa de Freitas,de 901/902 a 2059/2060,Aldeota,Fortaleza,CE,2304400,,85,1389
60055403,60055-403,Avenida Aguanambi,de 682 a 2270 - lado par,Fátima,Fortaleza,CE,2304400,,85,1389
60822285,60822-285,Rua Ciro Monteiro,,Cambeba,Fortaleza,CE,2304400,,85,1389
60182492,60182-492,Avenida Pintor Antônio Bandeira,de 3541/3542 ao fim,Praia do Futuro II,Fortaleza,CE,2304400,,85,1389
60410405,60410-405,Rua Frei Vicente do Salvador,até 759/760,Parreão,Fortaleza,CE,2304400,,85,1389
60426000,60426-000,Rua Machado de Assis,,Damas,Fortaleza,CE,2304400,,85,1389
60875577,60875-577,Rua G,(Lot Cidade Verde),São Bento,Fortaleza,CE,2304400,,85,1389
60050081,60050-081,Rua Jaime Benévolo,de 440/441 a 1248/1249,José Bonifácio,Fortaleza,CE,2304400,,85,1389
60830555,60830-555,Rua Maximino,,José de Alencar,Fortaleza,CE,2304400,,85,1389
60864260,60864-260,Rua Tibúrcio Pereira,,Cajazeiras,Fortaleza,CE,2304400,,85,1389
60710710,60710-710,Rua Franca,,Maraponga,Fortaleza,CE,2304400,,85,1389
60710700,60710-700,Rua Luís Torres,,Maraponga,Fortaleza,CE,2304400,,85,1389
60821460,60821-460,Rua Ataulfo Alves,,Jardim das Oliveiras,Fortaleza,CE,2304400,,85,1389
60510182,60510-182,Rua Cuiabá,de 371/372 ao fim,Henrique Jorge,Fortaleza,CE,2304400,,85,1389
60861830,60861-830,Rua Itaboraí,,Passaré,Fortaleza,CE,2304400,,85,1389
60170192,60170-192,Avenida Senador Virgílio Távora,de 2192 ao fim - lado par,Dionisio Torres,Fortaleza,CE,2304400,,85,1389
60830095,60830-095,Avenida Presidente Artur Bernardes,de 3441/3442 ao fim,José de Alencar,Fortaleza,CE,2304400,,85,1389
60410368,60410-368,Rua Jaú,,Parreão,Fortaleza,CE,2304400,,85,1389
60355504,60355-504,Avenida Cearenses,,Presidente Kennedy,Fortaleza,CE,2304400,,85,1389
60710680,60710-680,Rua Júlio Alcides,,Maraponga,Fortaleza,CE,2304400,,85,1389
60822500,60822-500,Rua Júlio Lima,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60310052,60310-052,Avenida Francisco Sá,de 2680 a 3964 - lado par,Carlito Pamplona,Fortaleza,CE,2304400,,85,1389
60833426,60833-426,Rua Doutor Correia Lima,,Sapiranga-Coité,Fortaleza,CE,2304400,,85,1389
60450638,60450-638,Avenida José Jatahy,de 1100 a 1730 - lado par,Parque Araxá,Fortaleza,CE,2304400,,85,1389
60862190,60862-190,Rua 8,(Cj Jardim Castelão),Passaré,Fortaleza,CE,2304400,,85,1389
60811270,60811-270,Rua Doutor Adjemir Parahyba,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60821820,60821-820,Rua Onofre Sampaio Cavalcante,,Parque Manibura,Fortaleza,CE,2304400,,85,1389
60337120,60337-120,Rua Walter Pompeu,,Álvaro Weyne,Fortaleza,CE,2304400,,85,1389
60861790,60861-790,Avenida Pompílio Gomes,até 1398/1399,Passaré,Fortaleza,CE,2304400,,85,1389
60821555,60821-555,Rua Salvador Mendonça,de 401/402 ao fim,Parque Manibura,Fortaleza,CE,2304400,,85,1389
60762418,60762-418,Rua Doutor Manuel Moreira,,Mondubim,Fortaleza,CE,2304400,,85,1389
60761455,60761-455,Rua Quartzo,,Mondubim,Fortaleza,CE,2304400,,85,1389
60135400,60135-400,Rua Beni Carvalho,até 899 - lado ímpar,Aldeota,Fortaleza,CE,2304400,,85,1389
60834001,60834-001,Rua Mário Alencar Araripe,até 199/200,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60823110,60823-110,Rua Melo César,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60875625,60875-625,Rua R,(Lot Cidade Verde),São Bento,Fortaleza,CE,2304400,,85,1389
60192140,60192-140,Rua Vicente Linhares,de 1480/1481 ao fim,Cocó,Fortaleza,CE,2304400,,85,1389
60010730,60010-730,Rua Cariré,,Farias Brito,Fortaleza,CE,2304400,,85,1389
60863500,60863-500,Rua K,(Cj João Paulo II),Barroso,Fortaleza,CE,2304400,,85,1389
60822070,60822-070,Rua Walter de Castro,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60011110,60011-110,Rua Justiniano de Serpa,até 679/680,Farias Brito,Fortaleza,CE,2304400,,85,1389
60010720,60010-720,Rua Eurico Faco,,Farias Brito,Fortaleza,CE,2304400,,85,1389
60861634,60861-634,Avenida Juscelino Kubitschek,de 2 ao fim - lado par,Passaré,Fortaleza,CE,2304400,,85,1389
60135272,60135-272,Avenida Almirante Henrique Sabóia,lado par,Aldeota,Fortaleza,CE,2304400,,85,1389
60861500,60861-500,Rua Doutor Pedro Sampaio,,Passaré,Fortaleza,CE,2304400,,85,1389
60130270,60130-270,Rua Eduardo Bezerra,até 969/970,Tauape,Fortaleza,CE,2304400,,85,1389
60810040,60810-040,Rua José Alves Campos,,Guararapes,Fortaleza,CE,2304400,,85,1389
60740788,60740-788,Rua Equador,de 1100/1101 a 1618/1619,Parangaba,Fortaleza,CE,2304400,,85,1389
60040580,60040-580,Praça Argentina Castelo Branco,,Fátima,Fortaleza,CE,2304400,,85,1389
60822200,60822-200,Rua Senador Paula Pessoa,,Cambeba,Fortaleza,CE,2304400,,85,1389
60714230,60714-230,Rua Betel,de 921/922 a 1544/1545,Itaperi,Fortaleza,CE,2304400,,85,1389
60347830,60347-830,Rua 41,(Cj Nova Assunção),Vila Velha,Fortaleza,CE,2304400,,85,1389
60325500,60325-500,Travessa Professor Parente,,Monte Castelo,Fortaleza,CE,2304400,,85,1389
60165078,60165-078,Avenida da Abolição,de 2694 a 3398 - lado par,Meireles,Fortaleza,CE,2304400,,85,1389
60356150,60356-150,Rua Tenente Marques,,Presidente Kennedy,Fortaleza,CE,2304400,,85,1389
60175265,60175-265,Rua Ramos Botelho,,Papicu,Fortaleza,CE,2304400,,85,1389
60766710,60766-710,Avenida Radialista João Ramos,,Planalto Ayrton Senna,Fortaleza,CE,2304400,,85,1389
60135510,60135-510,Rua Jucá,,Tauape,Fortaleza,CE,2304400,,85,1389
60834305,60834-305,Rua Desembargador Feliciano de Ataíde,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60182570,60182-570,Rua Desembargador Germiniano Jurema,,Praia do Futuro II,Fortaleza,CE,2304400,,85,1389
60831340,60831-340,Rua Ferreira Araújo,,Lagoa Redonda,Fortaleza,CE,2304400,,85,1389
60811170,60811-170,Avenida Pinto Bandeira,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60040560,60040-560,Rua Coronel João Carneiro,,Fátima,Fortaleza,CE,2304400,,85,1389
60871684,60871-684,Rua Barão Aquiraz,,Coaçu,Fortaleza,CE,2304400,,85,1389
60711520,60711-520,Rua Joaquim Jerônimo,,Mondubim,Fortaleza,CE,2304400,,85,1389
60834485,60834-485,Rua Joaquim Vitorino,,Edson Queiroz,Fortaleza,CE,2304400,,85,1389
60813590,60813-590,Rua Manuel Lima Soares,,Engenheiro Luciano Cavalcante,Fortaleza,CE,2304400,,85,1389
60743235,60743-235,Rua C,(Cj Jardim Primavera),Parque Dois Irmãos,Fortaleza,CE,2304400,,85,1389
60360170,60360-170,Rua Tenente Queirós,,Antônio Bezerra,Fortaleza,CE,2304400,,85,1389
60442642,60442-642,Rua Viriato Ribeiro,até 1608/1609,Bela Vista,Fortaleza,CE,2304400,,85,1389
60822060,60822-060,Rua Trajano Alves de Aguiar,,Cidade dos Funcionários,Fortaleza,CE,2304400,,85,1389
60875390,60875-390,Rua 1 Cj Alto Alegre,,São Bento,Fortaleza,CE,2304400,,85,1389
60177315,60177-315,Rua Professor Mozart Solon,,De Lourdes,Fortaleza,CE,2304400,,85,1389
60175224,60175-224,Rua Ana Bilhar,de 1300/1301 ao fim,Varjota,Fortaleza,CE,2304400,,85,1389
60160281,60160-281,Rua Costa Barros,de 1000/1001 ao fim,Aldeota,Fortaleza,CE,2304400,,85,1389
60822280,60822-280,Rua Homero Castelo Branco,,Cambeba,Fortaleza,CE,2304400,,85,1389
